240694,18,RES,6.0,2017-07-01,2020
235574,118,RES,96.0,2018-08-07,2021
224566,655,RES,31.0,2018-07-13,2019
189237,523,LB,16.0,2013-07-01,2019
225589,588,RCB,15.0,2014-01-01,2022
221493,299,RB,15.0,2014-01-08,2023
189492,131,RES,31.0,2015-01-28,2019
246324,643,SUB,14.0,2019-01-05,2019
242228,548,RB,32.0,2016-01-12,2019
238900,624,SUB,11.0,"","Jun 30, 2019"
214836,634,SUB,32.0,2019-01-14,2023
183347,83,SUB,13.0,2017-08-02,2019
231219,427,LDM,8.0,2015-09-28,2020
225075,229,SUB,27.0,"","Jun 30, 2019"
181298,685,CB,14.0,2016-01-25,2021
241970,398,LCB,4.0,2018-01-03,2020
240434,627,ST,11.0,"","Jun 30, 2019"
236850,460,RM,19.0,2018-01-22,2021
214578,95,SUB,12.0,2017-07-05,2023
243249,26,RES,40.0,2017-12-19,2020
